"4","A","2003-10-05","6374"
"4","C","2003-10-05","8883"
"4","O","2003-10-05","12669"
"4","A","2003-10-12","6263"
"4","C","2003-10-12","9774"
"4","O","2003-10-12","12836"
"4","A","2003-10-19","6865"
"4","C","2003-10-19","11199"
"4","O","2003-10-19","13746"
"4","A","2003-10-26","7119"
"4","C","2003-10-26","11612"
"4","O","2003-10-26","13977"
"4","A","2003-11-02","8354"
"4","C","2003-11-02","13652"
"4","O","2003-11-02","15859"
"4","A","2003-11-09","9457"
"4","C","2003-11-09","15687"
"4","O","2003-11-09","16870"
"4","A","2003-11-16","11829"
"4","C","2003-11-16","20480"
"4","O","2003-11-16","20262"
"4","A","2003-11-23","11437"
"4","C","2003-11-23","18426"
"4","O","2003-11-23","21202"
"4","A","2003-11-30","25402"
"4","C","2003-11-30","29609"
"4","O","2003-11-30","35792"
"4","A","2003-12-07","35465"
"4","C","2003-12-07","55021"
"4","O","2003-12-07","52078"
"4","A","2003-12-14","42856"
"4","C","2003-12-14","55061"
"4","O","2003-12-14","60271"
"4","A","2003-12-21","30019"
"4","C","2003-12-21","26740"
"4","O","2003-12-21","46868"
"4","A","2003-12-28","26589"
"4","C","2003-12-28","13462"
"4","O","2003-12-28","38469"
"4","A","2004-01-04","19939"
"4","C","2004-01-04","13121"
"4","O","2004-01-04","25717"
"4","A","2004-01-11","11774"
"4","C","2004-01-11","11591"
"4","O","2004-01-11","18267"
"4","A","2004-01-18","8950"
"4","C","2004-01-18","10484"
"4","O","2004-01-18","15592"
"4","A","2004-01-25","7723"
"4","C","2004-01-25","10094"
"4","O","2004-01-25","13572"
"4","A","2004-02-01","8086"
"4","C","2004-02-01","10534"
"4","O","2004-02-01","14882"
"4","A","2004-02-08","7615"
"4","C","2004-02-08","10463"
"4","O","2004-02-08","14492"
"4","A","2004-02-15","7121"
"4","C","2004-02-15","9921"
"4","O","2004-02-15","13952"
"4","A","2004-02-22","7165"
"4","C","2004-02-22","10266"
"4","O","2004-02-22","13571"
"4","A","2004-02-29","7338"
"4","C","2004-02-29","9700"
"4","O","2004-02-29","14182"
"4","A","2004-03-07","6313"
"4","C","2004-03-07","9217"
"4","O","2004-03-07","13050"
"4","A","2004-03-14","6247"
"4","C","2004-03-14","8564"
"4","O","2004-03-14","12433"
"4","A","2004-03-21","6054"
"4","C","2004-03-21","8534"
"4","O","2004-03-21","12200"
"4","A","2004-03-28","5486"
"4","C","2004-03-28","7932"
"4","O","2004-03-28","11900"
"4","A","2004-04-04","5747"
"4","C","2004-04-04","6551"
"4","O","2004-04-04","12043"
"4","A","2004-04-11","5387"
"4","C","2004-04-11","6905"
"4","O","2004-04-11","11748"
"4","A","2004-04-18","5335"
"4","C","2004-04-18","7268"
"4","O","2004-04-18","12385"
"4","A","2004-04-25","4840"
"4","C","2004-04-25","7343"
"4","O","2004-04-25","11991"
"4","A","2004-05-02","5202"
"4","C","2004-05-02","7619"
"4","O","2004-05-02","12695"
"4","A","2004-05-09","4708"
"4","C","2004-05-09","7589"
"4","O","2004-05-09","12779"
"4","A","2004-05-16","4822"
"4","C","2004-05-16","7477"
"4","O","2004-05-16","12701"
