"2010","006","0"
"2010","007","0"
"2010","008","0"
"2010","009","0"
"2010","010","462128"
"2010","011","167897"
"2010","012","128472"
"2010","013","83465"
"2010","014","210530"
"2010","015","369246"
"2010","016","185118"
"2010","017","376349"
"2010","018","710045"
"2010","019","477701"
"2010","020","401665"
"2010","021","1310433"
"2010","022","26219"
"2010","023","438233"
"2010","024","395876"
"2010","025","116860"
"2010","026","151032"
"2010","027","523100"
"2010","028","671963"
"2010","029","373647"
"2010","030","384411"
"2010","031","148442"
"2010","032","191070"
"2010","033","62100"
"2010","034","84303"
"2010","035","44715"
"2010","036","13429"
"2010","037","76147"
"2010","038","318750"
"2010","039","52203"
"2010","040","339814"
"2010","041","107604"
"2010","042","175157"
"2010","043","80512"
"2010","044","170439"
"2010","045","48476"
"2010","046","72449"
"2010","047","71819"
"2010","048","41163"
"2010","049","158971"
"2010","050","61007"
"2010","051","29016"
"2010","052","32516"
"2010","053","36374"
"2010","054","232001"
"2010","056","85207"
"2010","057","83639"
"2010","058","57956"
"2010","059","3605"
"2010","060","664282"
"2010","061","289865"
"2010","062","166556"
"2010","063","258497"
"2010","064","717953"
"2010","065","278167"
"2010","066","227319"
"2010","067","329286"
"2010","068","460831"
"2010","069","119262"
"2010","070","1610752"
"2010","071","394202"
"2010","072","181204"
"2010","073","239470"
"2010","074","455189"
"2010","075","201637"
"2010","076","491625"
"2010","077","614072"
"2010","078","360993"
"2010","079","254547"
"2010","080","1173621"
"2010","081","159428"
"2010","082","248174"
"2010","083","240298"
"2010","084","61130"
"2010","085","309438"
"2010","086","266869"
"2010","087","448704"
"2010","088","891018"
"2010","089","107253"
"2010","090","0"
"2010","091","0"
"2010","092","0"
"2010","094","0"
"2010","095","0"
"2010","096","0"
"2010","097","0"
"2010","098","0"
"2010","100","1566510"
"2010","101","64120"
"2010","102","11070"
"2010","103","493588"
"2010","104","1410036"
"2010","105","648977"
"2010","106","82753"
"2010","107","232626"
"2010","108","83850"
"2010","109","532999"
"2010","110","247322"
"2010","111","230908"
"2010","112","2576210"
"2010","113","1175466"
"2010","114","765384"
"2010","115","723051"
"2010","116","114607"
"2010","117","1585579"
"2010","118","73132"
"2010","119","261002"
"2010","120","326795"
"2010","121","269229"
"2010","122","149321"
"2010","123","160570"
"2010","124","153823"
"2010","125","446898"
"2010","126","86271"
"2010","127","98535"
"2010","128","228604"
"2010","129","161198"
"2010","130","380565"
"2010","131","176815"
"2010","132","219028"
"2010","133","139898"
"2010","134","185777"
"2010","135","67191"
"2010","136","235355"
"2010","137","133821"
"2010","138","141907"
"2010","139","72919"
"2010","140","436227"
"2010","141","193182"
"2010","142","555633"
"2010","143","67010"
"2010","144","303254"
"2010","145","310445"
"2010","146","468519"
"2010","147","176048"
"2010","148","281826"
"2010","149","48847"
"2010","150","445411"
"2010","151","366086"
"2010","152","675746"
"2010","153","182517"
"2010","154","151494"
"2010","155","88924"
"2010","156","303756"
"2010","157","111697"
"2010","158","90425"
"2010","159","145124"
"2010","160","193425"
"2010","161","220913"
"2010","162","85622"
"2010","163","148142"
"2010","164","128074"
"2010","165","186068"
"2010","166","204543"
"2010","167","48422"
"2010","168","187963"
"2010","169","63642"
"2010","170","603724"
"2010","171","159440"
"2010","172","202375"
"2010","173","340146"
"2010","174","168036"
"2010","175","319525"
"2010","176","157146"
"2010","177","166935"
"2010","178","230561"
"2010","179","125519"
"2010","180","533941"
"2010","181","160406"
"2010","182","131638"
"2010","183","181163"
"2010","184","200402"
"2010","185","114795"
"2010","186","166239"
"2010","187","136832"
"2010","188","74063"
"2010","189","365579"
"2010","190","1104945"
"2010","191","1494122"
"2010","193","435068"
"2010","194","501337"
"2010","195","222031"
"2010","196","204025"
"2010","197","313074"
"2010","198","217069"
"2010","199","358803"
"2010","200","595964"
"2010","201","819816"
"2010","203","0"
"2010","204","0"
"2010","205","0"
"2010","206","330457"
"2010","207","919170"
"2010","208","664557"
"2010","209","304496"
"2010","210","702740"
"2010","211","443964"
"2010","212","1198155"
"2010","214","88960"
"2010","215","100823"
"2010","216","169260"
"2010","217","467279"
"2010","218","172797"
"2010","219","101455"
"2010","220","448950"
"2010","221","417100"
"2010","222","213393"
"2010","223","312734"
"2010","224","209222"
"2010","225","190554"
"2010","226","178885"
"2010","227","81446"
"2010","228","161238"
"2010","229","248266"
"2010","230","214673"
"2010","231","360049"
"2010","232","525585"
"2010","233","255149"
"2010","234","563085"
"2010","235","238421"
"2010","236","396599"
"2010","237","98747"
"2010","238","338453"
"2010","239","103715"
"2010","240","347934"
"2010","241","228113"
"2010","242","195319"
"2010","243","152554"
"2010","244","139461"
