"8","A","2007-10-07","7095"
"8","C","2007-10-07","12221"
"8","O","2007-10-07","19088"
"8","A","2007-10-14","7739"
"8","C","2007-10-14","13459"
"8","O","2007-10-14","19503"
"8","A","2007-10-21","7770"
"8","C","2007-10-21","14320"
"8","O","2007-10-21","20249"
"8","A","2007-10-28","8122"
"8","C","2007-10-28","14492"
"8","O","2007-10-28","20069"
"8","A","2007-11-04","9229"
"8","C","2007-11-04","16058"
"8","O","2007-11-04","22018"
"8","A","2007-11-11","8768"
"8","C","2007-11-11","15696"
"8","O","2007-11-11","20963"
"8","A","2007-11-18","6534"
"8","C","2007-11-18","10504"
"8","O","2007-11-18","16718"
"8","A","2007-11-25","9992"
"8","C","2007-11-25","14918"
"8","O","2007-11-25","20750"
"8","A","2007-12-02","10096"
"8","C","2007-12-02","15221"
"8","O","2007-12-02","21240"
"8","A","2007-12-09","9688"
"8","C","2007-12-09","15915"
"8","O","2007-12-09","20938"
"8","A","2007-12-16","10839"
"8","C","2007-12-16","16126"
"8","O","2007-12-16","22427"
"8","A","2007-12-23","9646"
"8","C","2007-12-23","10009"
"8","O","2007-12-23","18983"
"8","A","2007-12-30","13250"
"8","C","2007-12-30","10603"
"8","O","2007-12-30","20971"
"8","A","2008-01-06","17287"
"8","C","2008-01-06","18033"
"8","O","2008-01-06","24905"
"8","A","2008-01-13","17650"
"8","C","2008-01-13","23998"
"8","O","2008-01-13","26671"
"8","A","2008-01-20","25762"
"8","C","2008-01-20","31832"
"8","O","2008-01-20","30492"
"8","A","2008-01-27","40117"
"8","C","2008-01-27","49606"
"8","O","2008-01-27","39399"
"8","A","2008-02-03","59323"
"8","C","2008-02-03","67018"
"8","O","2008-02-03","52005"
"8","A","2008-02-10","62333"
"8","C","2008-02-10","63436"
"8","O","2008-02-10","54430"
"8","A","2008-02-17","65559"
"8","C","2008-02-17","59101"
"8","O","2008-02-17","58508"
"8","A","2008-02-24","58947"
"8","C","2008-02-24","53174"
"8","O","2008-02-24","54575"
"8","A","2008-03-02","46848"
"8","C","2008-03-02","43530"
"8","O","2008-03-02","47194"
"8","A","2008-03-09","35694"
"8","C","2008-03-09","35768"
"8","O","2008-03-09","39184"
"8","A","2008-03-16","26412"
"8","C","2008-03-16","25421"
"8","O","2008-03-16","31631"
"8","A","2008-03-23","21838"
"8","C","2008-03-23","19879"
"8","O","2008-03-23","28639"
"8","A","2008-03-30","18073"
"8","C","2008-03-30","17509"
"8","O","2008-03-30","26693"
"8","A","2008-04-06","13478"
"8","C","2008-04-06","15448"
"8","O","2008-04-06","23515"
"8","A","2008-04-13","10407"
"8","C","2008-04-13","14323"
"8","O","2008-04-13","22061"
"8","A","2008-04-20","9065"
"8","C","2008-04-20","12961"
"8","O","2008-04-20","20237"
"8","A","2008-04-27","7952"
"8","C","2008-04-27","12916"
"8","O","2008-04-27","19721"
"8","A","2008-05-04","8146"
"8","C","2008-05-04","12097"
"8","O","2008-05-04","20853"
"8","A","2008-05-11","7021"
"8","C","2008-05-11","12105"
"8","O","2008-05-11","19887"
"8","A","2008-05-18","6842"
"8","C","2008-05-18","11851"
"8","O","2008-05-18","20411"
